"File","SourceDateTime","MediaDescription","SourceUrl","Status"
"2026-03-30-018.jpg","You uploaded a feed photo on March 30, 2026 at 2:25 PM (GMT)","A couple folks showed up for the first time to the Mond(ai)y Coffee last week and ended up presenting today. 

1) Olatomiwa Bifarin, Ph.D. shared his vision for the future of reading. (More or less)
2) Ankush Tewari shared about some changes he made to the messaging of his site thanks to Gstack. He learned about Gstack thanks to Kolin Simon's share during the meeting last week. 

The compounding knowledge of learning from people who are building is amazing to see.
","https://media.licdn.com/dms/image/v2/D4E22AQHjNqFEGKm7zg/feedshare-shrink_20/B4EZ0_IsP6JAAI-/0/1774880736914?e=1787788800&v=beta&t=SchNjseP5Q2WJQV731jpNj0oWjkN5DWQ1pOfDEWWrrk","downloaded"
"2026-03-23-019.jpg","You uploaded a feed photo on March 23, 2026 at 7:42 PM (GMT)","Vivek Singhania sharing a bit about building https://www.styleboard.ai/ at this week's https://mondaiycoffee.com/

Vivek is one of the fastest and thoughtful builders there is. A company focused on QA isn't going to ship crap. He shared a little about his process today.  ","https://media.licdn.com/dms/image/v2/D4E22AQFL3JCuKAknBw/feedshare-image-high-res/B4EZ0cOJpRHgAY-/0/1774294965427?e=1787788800&v=beta&t=VQaQxNu7DWHenm8SkJZwwvs8xy1QEi38vvD5DzlKshY","downloaded"
"2026-03-16-020.jpg","You uploaded a feed photo on March 16, 2026 at 3:19 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E22AQFZSz8vhh-iOw/feedshare-shrink_1280/B4EZz3Oxa2JAAQ-/0/1773674371329?e=1787788800&v=beta&t=HGgcAYClRyl2DoTlJb1IbHKmXz9LL05ypXg8EuY_YjI","downloaded"
"2026-03-16-021.jpg","You uploaded a feed photo on March 16, 2026 at 3:19 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E22AQGVSH6fxGpk-w/feedshare-shrink_800/B4EZz3OxlkGUAc-/0/1773674372047?e=1787788800&v=beta&t=MxiAdB_cC-F9hDPYp7CCLXkdJMh4FUScO7c1nYvE88M","downloaded"
"2026-03-04-022.jpg","You uploaded a feed photo on March 4, 2026 at 2:20 PM (GMT)","Tyler Cowen plays tennis and baseball right-handed, but writes and shoots a basketball left-handed.

I?ve thought about that every day since he posted that fact on Marginal Revolution under the title ?Hey, AI image generators!?

There are public intellectuals doing whatever they can to stop AI from reading their work, and there are those who write posts like this.

Which ones will the future remember?","https://media.licdn.com/dms/image/v2/D4E22AQElqLaEy3bLWA/feedshare-shrink_800/B4EZy5OQ5bHoAg-/0/1772634050681?e=1787788800&v=beta&t=qOxT1laE0_4_YdOOksua3srdUdCJKda9VAxKyLjQduY","downloaded"
"2026-03-03-023.jpg","You uploaded a feed photo on March 3, 2026 at 3:44 PM (GMT)","I suggest a new strategy, let the AI win. 

One of the notes from Alex Lugo's demo yesterday was FilmPro's strategy to, for lack of a better phrase, let the AI win when it comes to development. Alex Lugo and Adolfo Rangel are both developers who can build a lot of things themselves. However, they try and focus on the framework of the tool as much as they can and expect the model development continue at speed to help fill in the features. It's part strategy and part necessity, but I think it's a different frame from old school development. ","https://media.licdn.com/dms/image/v2/D4E22AQEpYK43Fbn3aA/feedshare-shrink_1280/B4EZy0X7ZHGcAc-/0/1772552698462?e=1787788800&v=beta&t=apCL6WE8imjXufjKTlMpWSb5VMIqp5lIzZaqx-Fxwd4","downloaded"
"2026-03-02-024.jpg","You uploaded a feed photo on March 2, 2026 at 7:51 PM (GMT)","We've been meeting every Monday for a couple months to talk AI. At the start, the group was small and the topics varied. 

As the group started to grow, a single conversation about free will, self-driving cars, and the future of humanity got harder to managed. So, we started to narrow focus. Now, we're interested to learn from those with dirty hands, building the future. 

This week, Alex Lugo shared FilmPro. Not just what FilmPro is, but HOW he (and Adolfo Rangel) built FilmPro. The goal, show people what can be built with small, passionate teams and a lot of AI know how. 

If you're interested in joining, ? in the comments and I'll send you an invite. ","https://media.licdn.com/dms/image/v2/D4E22AQEtpQV3U3NIiA/feedshare-shrink_480/B4EZywGzt2H0As-/0/1772481100986?e=1787788800&v=beta&t=YNOc3IhgfeeSW2bCBqlfYg__intZ6aoU7dmx2ZmeQCg","downloaded"
"2026-02-12-025.jpg","You uploaded a feed photo on February 12, 2026 at 3:49 PM (GMT)","Data centers in SPACE","https://media.licdn.com/dms/image/v2/D4E22AQFe4nilym55tA/feedshare-shrink_1280/B4EZxSjAakI0Ag-/0/1770911435187?e=1787788800&v=beta&t=sxJon7u4yFO8J53kth1JLMFDmXYPUnIvjXFO51CU9w4","downloaded"
"2026-02-05-026.jpg","You uploaded a feed photo on February 5, 2026 at 1:31 PM (GMT)","When you just need a cool guy to sit next to you when you're talking AI. -CoolGuy.AI","https://media.licdn.com/dms/image/v2/D4E22AQG72AFWYv16tw/feedshare-shrink_480/B4EZwuADbpIkAs-/0/1770298292501?e=1787788800&v=beta&t=NZg7ZNeEHBaiFOgaX2D69DKJOSkRfeUhgOemDeOUZIU","downloaded"
"2026-01-29-027.jpg","You uploaded a feed photo on January 29, 2026 at 5:30 PM (GMT)","AI dog walkers. ","https://media.licdn.com/dms/image/v2/D4E22AQGDIyqOaOO0FQ/feedshare-shrink_1280/B4EZwKzqaJIMAg-/0/1769707842002?e=1787788800&v=beta&t=1uc_jQk_e2ivSQg4_Mqeo-5RMLhtyh2E0KnIee4kHS4","downloaded"
"2026-01-27-028.jpg","You uploaded a feed photo on January 27, 2026 at 7:21 PM (GMT)","""For [Henry Ford], transparency and marketing were both parts of one grand tactic: Be the news.""

Maintenance: Of Everything, Part One by Stewart Brand page 86","https://media.licdn.com/dms/image/v2/D4E22AQHJg9MJtMuAUA/feedshare-shrink_1280/B4EZwA530SGwAc-/0/1769541697190?e=1787788800&v=beta&t=IL12RR8oGZvkYw34Bi6QKliZZUpKoLcapzQMi0lIl5I","downloaded"
"2026-01-22-029.jpg","You uploaded a feed photo on January 22, 2026 at 4:49 PM (GMT)","It's AI for those who want to believe. (AI)lien","https://media.licdn.com/dms/image/v2/D4E22AQG7KYzkELvfWQ/feedshare-shrink_800/B4EZvmnCUEGgAk-/0/1769100551997?e=1787788800&v=beta&t=2Xr9h0dRXNEEa5N4lMqjYlUD2Nd2Z4evvroaKgTgbkc","downloaded"
"2026-01-15-030.jpg","You uploaded a feed photo on January 15, 2026 at 1:34 PM (GMT)","We build moats for all your AI needs. GoodKnight dot AI","https://media.licdn.com/dms/image/v2/D4E22AQGCskekQvoUmw/feedshare-shrink_1280/B4EZvB3Wi.KAAk-/0/1768484072582?e=1787788800&v=beta&t=Mexm35Fobg4JBGBxW0GS6s7inO3_q1CxpxzaQd2dJak","downloaded"
"2026-01-08-031.jpg","You uploaded a feed photo on January 8, 2026 at 5:52 PM (GMT)","""We build AI to make corp silos better!""

I share a desk with Bob Siegel . Sometimes I think of new AI businesses. I share those ideas with him. He hasn't invested in one yet.","https://media.licdn.com/dms/image/v2/D4E22AQHfuTO8erY2_g/feedshare-shrink_1280/B4EZuevRX0JQAc-/0/1767894751224?e=1787788800&v=beta&t=MBT0ptIQY16lsAJM9zdnwcKTo8idAckKCHsXT521AW8","downloaded"
"2025-09-10-032.jpg","You uploaded a profile background photo on September 10, 2025 at 2:08 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E04AQFq-KNRmDMvDw/profile-background-servable-original-image/B4EZkz9PjrIoAM-/0/1757513317012?e=1787788800&v=beta&t=7bw13lFBijABCjeyzydcFlYwBwscUEu8qgCZqqsJpK8","downloaded"
"2025-09-10-033.jpg","You uploaded a profile background photo on September 10, 2025 at 2:08 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E16AQFhkes9A3Doig/profile-displaybackgroundimage-shrink_350_1400/B4EZkz9PjcGwAY-/0/1757513316998?e=1787788800&v=beta&t=hrWXIOZU2pBhSOmLMSQYJzXL0ZHvtFRmgk2CC8WfAek","downloaded"
"2025-09-10-034.jpg","You uploaded a photo on September 10, 2025 at 2:06 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E03AQH5gEIt176R0w/profile-displayphoto-scale_400_400/B4EZkz80gQHEAg-/0/1757513206217?e=1787788800&v=beta&t=8E_otl8UDmwTchLt-z1uxcy3TJzYrA5mn-Lmo6BZ9SQ","downloaded"
"2025-09-10-035.jpg","You uploaded a profile photo on September 10, 2025 at 2:06 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E04AQFMo7knsl9X3g/profile-originalphoto-shrink_900_1200/B4EZkz80f1KYAI-/0/1757513206206?e=1787788800&v=beta&t=ogk54TNhZuMeLkgmPTLXaYQmZP3bJwZ3oXe9aaAfsNY","downloaded"
"2025-09-09-036.jpg","You uploaded a feed photo on September 9, 2025 at 5:20 PM (GMT)","Coming 2006! 

I ran across this screenshot this morning. It's one of, if not the first, websites OrangeCoat created. On my first day selling, I emailed the President of Clemson and the President of IPTAY, completely destroying their websites. They both responded, and one of them even bought a website!

We built a website selling the dream of the West End Zone. Twenty-one years later, I was hanging out in the shadow of the West End Zone with my son on my shoulders, watching the Savannah Bananas put on a show.

I wish I could tell you I thought back to the work we did to help get the West End Zone built that day. I didn't. Memories of past clients rarely cross my mind. It's nice to see the screenshot today and make the connection.

Business is a constant forward march. Celebrate your wins when you can and take some pictures for future you.","https://media.licdn.com/dms/image/v2/D4E22AQFNmDa9gwtpIw/feedshare-shrink_20/B4EZkvfijWKcA0-/0/1757438421653?e=1787788800&v=beta&t=CdlkHpG1wABlIh6eZY3WKFtniWicxw6va2rSU792D5o","downloaded"
"2025-06-12-037.jpg","You uploaded a feed photo on June 12, 2025 at 2:15 PM (GMT)","Jake Kaempf hosted a great panel last night with Andrea Perez and Kent Keirsey on The Future of AI in Creative for Atlanta Tech Week event. 

My favorite line of thought was when Andrea compared art direction to writing good AI prompts. 

Oh yeah, one more thing, Jake's company launched their AI platform for creatives last night as well. Link to download in the comments. ","https://media.licdn.com/dms/image/v2/D4E22AQENiX-RfeMzCA/feedshare-shrink_1280/B4EZdkfz_lHIAk-/0/1749737751203?e=1787788800&v=beta&t=DDxY_OYso7G9Xxy1nXH-CgkZN8CSVRj5ns0TcxzZgyQ","downloaded"
"2025-05-15-038.jpg","You uploaded a feed photo on May 15, 2025 at 4:38 PM (GMT)","Worth your time. https://lnkd.in/eadP9g7p","https://media.licdn.com/dms/image/v2/D4E22AQEFyH4Z_LUGfA/feedshare-image-high-res/B4EZbUz3bSHcAs-/0/1747327088823?e=1787788800&v=beta&t=VjKqUjTV5M57pALXIU7GPjGUlN9wXi-GABDtPQGAH0I","downloaded"
"2025-04-22-039.jpg","You uploaded a feed photo on April 22, 2025 at 6:39 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D5622AQFJPlcy43h9_g/feedshare-shrink_800/B56ZZezHmzGQAg-/0/1745347185354?e=1787788800&v=beta&t=dGwz_DE4syYGngaizrWvuzAbN0Qkx9D2p4Vx18fRYJE","downloaded"
"2025-04-22-040.jpg","You uploaded a feed photo on April 22, 2025 at 6:39 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D5622AQGWzwsJWef7xA/feedshare-shrink_800/B56ZZezHmzHAAg-/0/1745347185320?e=1787788800&v=beta&t=30VpHknDVqlifJ6mUiDB2Ijhiw_wh23ku7saL5dnb0Q","downloaded"
"2025-04-22-041.jpg","You uploaded a feed photo on April 22, 2025 at 6:39 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D5622AQG8ER0oUjjaOw/feedshare-shrink_480/B56ZZezHmtHsAY-/0/1745347187399?e=1787788800&v=beta&t=36GWkW0kZdfoVkzHMPwKBtAgWXSUwOobqespLZEavqM","downloaded"
"2025-04-22-042.jpg","You uploaded a feed photo on April 22, 2025 at 6:39 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D5622AQGSUpKWmu5zVw/feedshare-shrink_20/B56ZZezHmhHsA0-/0/1745347185252?e=1787788800&v=beta&t=AdPhm8W82qmj1fRJLE7gX2VWjNL6XSQGOrcy9lQAAXc","downloaded"
"2025-04-22-043.jpg","You uploaded a feed photo on April 22, 2025 at 6:39 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D5622AQE0Ha41VAkiBg/feedshare-image-high-res/B56ZZezHmLHAAs-/0/1745347185424?e=1787788800&v=beta&t=WFodIgVWqrkNkUQ-om0eLgu4G1gbu9wT6T_l2XWnIKw","downloaded"
"2025-01-24-044.jpg","You uploaded a feed photo on January 24, 2025 at 3:14 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E22AQHgqhKxKrpQIw/feedshare-shrink_480/B4EZSY4Td2HgAY-/0/1737731685786?e=1787788800&v=beta&t=nyN6jbfWo4rFxx3dXA3ffSj-whf6GVLZtz71Rl_PYPo","downloaded"
"2025-01-24-045.jpg","You uploaded a feed photo on January 24, 2025 at 3:14 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E22AQFEZETNs9Fy7g/feedshare-shrink_800/B4EZSY4TdaGwAg-/0/1737731685862?e=1787788800&v=beta&t=mHhAHC-r8bCjrFeF94BcjZKHtlQqGLppqNAr7wupj28","downloaded"
"2024-12-20-046.jpg","You uploaded a feed photo on December 20, 2024 at 2:18 PM (GMT)","Sometimes you grind the coffee and sometimes the coffee grinds you.","https://media.licdn.com/dms/image/v2/D4E22AQG7uK1nz8VBpA/feedshare-shrink_800/B4EZPkbx5cHEAg-/0/1734704310713?e=1787788800&v=beta&t=cUWKZPTUDE24bagGLO8QdL-YAGeXrLXVKW6u262p-mM","downloaded"
"2024-12-19-047.jpg","You uploaded a feed photo on December 19, 2024 at 9:39 PM (GMT)","In Tyler Cowen's book about talent he talks about how successful people, especially busy successful people, are the best at responding quickly to emails.

I think about that all the time. Anyways, Sander Biehn gets the fast response award of the week for me. ","https://media.licdn.com/dms/image/v2/D4E22AQH37CcJkiHTxQ/feedshare-shrink_800/B4EZPg3P9ZHsAg-/0/1734644400275?e=1787788800&v=beta&t=XsjTtx_A4R-KRLLpzVcPC0vJcOK2ttJf5ibcPW6xsEY","downloaded"
"2024-12-19-048.jpg","You uploaded a feed photo on December 19, 2024 at 1:21 PM (GMT)","Patenting the shape of fire starters seems a good use of everyone's time.","https://media.licdn.com/dms/image/v2/D5622AQF1ujGkTE3wZA/feedshare-shrink_160/B56ZPfFQq5HIAc-/0/1734614521288?e=1787788800&v=beta&t=qX91HkH4kfC7IvglQ4qfECE7p7rwk0qsI3ZRGbtf338","downloaded"
"2024-12-17-049.jpg","You uploaded a video on December 17, 2024 at 7:58 PM (GMT)","-","https://dms.licdn.com/playlist/vid/dynamic/D4E05AQGWBbhD_B1Jfw/CeJxzMnGNCgj3rTD283B1ytfVcULmF6PynR3R5C10AUOuEdk?e=1786716000&v=beta&t=jFcnyYeUb_jmmd3GXCtDLfcAREZk5NqbmCwhz0Q0r7I","downloaded"
"2024-10-24-050.jpg","You uploaded a feed photo on October 24, 2024 at 2:34 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E22AQEkFZXd1VXduw/feedshare-shrink_800/feedshare-shrink_800/0/1729780456361?e=1787788800&v=beta&t=bltByJ5Ai84K0qpDI2huTdvm4Vs2hhtP2YE_Nas8qJg","downloaded"
"2024-04-17-051.jpg","You uploaded a feed photo on April 17, 2024 at 12:27 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E22AQFI6SsPG5gH5w/feedshare-shrink_800/feedshare-shrink_800/0/1713356839681?e=1787788800&v=beta&t=W1bViaHJGbgZSbI4x1j21dYjh40JBkfSL1g5dR0hfmw","downloaded"
"2024-04-17-052.jpg","You uploaded a feed photo on April 17, 2024 at 12:27 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E22AQHcyUWyOZmSmw/feedshare-shrink_800/feedshare-shrink_800/0/1713356838852?e=1787788800&v=beta&t=Fu49lWirIp_sU6sCWprHV7LUlfx43spg7u3fwjJ0ITs","downloaded"
"2024-04-17-053.jpg","You uploaded a feed photo on April 17, 2024 at 12:27 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E22AQFh6AwOQ-Oa8w/feedshare-shrink_800/feedshare-shrink_800/0/1713356839586?e=1787788800&v=beta&t=NM7uDi5RgGWZdqsvXrrSfbqSYZEgT2vAUER7HCNaSu8","downloaded"
"2024-04-17-054.jpg","You uploaded a feed photo on April 17, 2024 at 12:27 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E22AQEHR4vOgR1cjg/feedshare-shrink_800/feedshare-shrink_800/0/1713356840263?e=1787788800&v=beta&t=APREUV6ftiMZPYihiyC9Sz1Ua7jqYoGFCzake4Ojmh8","downloaded"
"2024-01-23-055.jpg","You uploaded a photo on January 23, 2024 at 5:51 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E2CAQGsgrmQGyPHtg/comment-image-shrink_8192_800/comment-image-shrink_8192_800/0/1706032306406?e=1786716000&v=beta&t=nIx6Q4dVm2_M-3jTtWW6uJmJEE3q12HPYmbcNpDg6IQ","downloaded"
"2024-01-23-056.jpg","You uploaded a photo on January 23, 2024 at 2:59 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D4E2CAQH8eBdQDatkZA/comment-image-shrink_8192_800/comment-image-shrink_8192_800/0/1706021961625?e=1786716000&v=beta&t=pqncS60fe5Ji0CjyIrfBC4KL832wwt5el_H5KoZhBOk","downloaded"
"2023-09-26-057.jpg","You uploaded a feed photo on September 26, 2023 at 3:14 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D5622AQFLAWE_nfZDqw/feedshare-shrink_800/feedshare-shrink_800/0/1695741281291?e=1787788800&v=beta&t=2kaH9qDPuoIdlXMWYSu2qss09fO5n0cITKWbTLmdj_M","downloaded"
"2023-09-25-058.jpg","You uploaded a video on September 25, 2023 at 7:27 PM (GMT)","-","https://dms.licdn.com/playlist/vid/v2/D5605AQG-ZzQlnR9FuA/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1695670087416?e=1786716000&v=beta&t=B3AEiAuXLpR_0aU9mxtoTnrJA_TKBdD-jbWtIhh-7QM","downloaded"
"2023-09-11-059.jpg","You uploaded a video on September 11, 2023 at 5:11 PM (GMT)","-","https://dms.licdn.com/playlist/vid/v2/D5605AQHJbFRdheD08Q/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1694452358176?e=1786716000&v=beta&t=xNrkp7EyBajozjCf1vnIbw7FXEscqGzwsHZfJF0sD1g","downloaded"
"2023-09-07-060.jpg","You uploaded a feed photo on September 7, 2023 at 3:40 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D5622AQH-TIMHS7yC3A/feedshare-shrink_800/feedshare-shrink_800/0/1694101233529?e=1787788800&v=beta&t=ShfvBRHhh-N9SeHqgRPKDQ-fQOBUjCvqFlSa_mM6pBc","downloaded"
"2023-09-07-061.jpg","You uploaded a feed photo on September 7, 2023 at 3:40 PM (GMT)","-","https://media.licdn.com/dms/image/v2/D5622AQFbQiIZihzskw/feedshare-shrink_800/feedshare-shrink_800/0/1694101239929?e=1787788800&v=beta&t=IdHLQh_hbScCKzIMMdZvkrTPFFbSUNu_NCI0RSvHTyg","downloaded"
